nct_id,intervention_type,intervention_name,description
NCT03078127,OTHER,Baseline (Huff-Cough alone),"Subjects will provide two ""huffs"" (forced expiratory maneuver with open glottis) followed by a cough every six minutes for a total of six Huff-Coughs."
NCT03078127,DEVICE,Oscillatory Positive Expiatory Pressure Device,Subjects will use an Areobika® branded OPEP device (10 breaths through highest tolerated resistance) prior to undergoing a Huff-Cough. Subjects will use the device six times every six minutes.
NCT03078127,DEVICE,Whole-Body Vibration Platform,Subjects will be seated on a PowerPlate® whole-body vibration platform for 90 seconds prior to Huff-Cough. Six intervals on the platform will be completed six minutes apart.
NCT03078127,DEVICE,High Frequency Chest Wall Oscillatory Vest,"Subjects will use TheVest® using a standardized ""Minnesota Protocol"" divided into six, four-minute segments, each followed by a Huff-Cough."
NCT00004779,GENETIC,Ad5-CB-CFTR,
NCT07805174,OTHER,high-intensity interval exercise,"The high-intensity interval exercise (HIIE) protocol (4×4 model: 4 minutes at 85-95% maximum heart rate, with 3 minutes of active recovery at 60-70% in between), will be applied 3 days a week for 8 weeks using a treadmill or cycle ergometer, taking into account the participants' physical characteristics and safety requirements."
NCT07805174,OTHER,Airway clearance tecniques,"Among the airway clearance techniques, the active cycle of breathing techniques (ACBT) and manual techniques will be applied. Additionally, the autogenic drainage technique will be taught to patients for them to practice at home. Airway clearance techniques will be demonstrated to the patients practically and they will be asked to perform them daily (3 days a week in the clinic) as needed."
NCT00635141,DRUG,hypertonic saline (7 %) and isotonic saline (0.9%),Patients in study arm 1 will receive hypertonic saline (7 %) during the first phase of the study and will crossover to placebo (0.9% isotonic saline) during the second phase. Both drugs will be administered via PARI LC® Star reusable nebulizer.
NCT00635141,DRUG,hypertonic saline (7 %) and isotonic saline (0.9%),Patients in study arm 2 will receive placebo (0.9% isotonic saline) during the first phase of the study and will crossover to hypertonic saline (7 %) during the second phase. Both drugs will be administered via PARI LC® Star reusable nebulizer.
NCT05548283,DRUG,Beta-lactam antibiotic,Intravenous (IV) β-lactam will be selected by the treating physician following standard of care. Treatment will last for 14 days (± 2 days).
NCT05548283,DRUG,Aminoglycoside,Intravenous (IV) aminoglycoside will be selected by the treating physician following standard of care. Treatment will last for 14 days (± 2 days).
NCT00072904,DRUG,Insulin Asparte,Insulin asparte given 0.5 units per carb per meal
NCT00072904,DRUG,Repaglinide,0.5mg tab with meals tid
NCT05616221,BIOLOGICAL,AP-PA02,Bacteriophage administered via inhalation
NCT05616221,OTHER,Placebo,Inactive Placebo administered via inhalation
NCT06565832,PROCEDURE,One-Minute Sit-to-Stand Test,This test involves sitting down and standing up from a normal height chair (can be a dining room or kitchen chair at home) for one minute. Participants can rest or stop at any time if fatigued. Participants will be asked to record your heart rate and oxygen levels before and after the test and will be given a monitor to do this with if they do not already have one. This test should take a maximum of 5 minutes.
NCT06565832,PROCEDURE,Chester Step Test,"This test involves the participant stepping up and down off of a step (this can be a bottom stair or doorstep at home) keeping up with the beat of a recording. The speed of the beat increases every 2 minutes, and the test continues until the participant cannot keep up with the pace, wish to stop or the test ends which takes 10 minutes. Participants will be asked to record heart rate and oxygen levels before and after the test. This test should take a maximum of 15 minutes."
NCT06154447,DRUG,VX-828,Suspension for Oral Administration
NCT06154447,DRUG,Placebo,Suspension for Oral Administration
NCT06154447,DRUG,Itraconazole,Solution for Oral Administration
NCT06154447,DRUG,Midazolam,Syrup for Oral Administration
NCT06154447,DRUG,Tezacaftor,Tablets for Oral Administration
NCT06154447,DRUG,VX-118,Tablets for Oral Administration
NCT06154447,DRUG,Placebo,Suspension and Tablets for Oral Administration
NCT06154447,DRUG,Deutivacaftor,Tablets for Oral Administration
NCT06154447,DRUG,VX-828,Tablets for Oral Administration
NCT02399241,DEVICE,Bluetooth enabled nebuliser device (I-neb),
NCT01519661,DRUG,TBM100,Tobramycin inhalation powder was assigned as four capsules at 28mg dosage strength. It was inhaled b.i.d in the morning and in the evening via the T-326 Inhaler.
NCT00506792,DRUG,QAU145,
NCT00506792,DRUG,Placebo,
NCT00730509,DIETARY_SUPPLEMENT,5-methyltetrahydrofolate and vitamin B12,"children with cystic fibrosis were supplementated for 6 months with 5-MTHF, 7,5 mg/day ; vitamin B12, 0,5 mg/day"
NCT03710538,DIETARY_SUPPLEMENT,Snack beverage,"Consumption of a 200ml of soy beverage (100Kcal, 11g CHO, 6g proteins, 4g fat)"
NCT03710538,BEHAVIORAL,Exercise,"3min walk at 60% VO2max every 30 minutes,(x5)"
NCT02134899,DRUG,Everolimus,Change from a calcineurin inhibitors-based immunosuppression to an everolimus-based immunosuppression
NCT02134899,DRUG,Calcineurin inhibitors maintenance,Usual treatment
NCT03632525,DRUG,Ferric carboxymaltose,Single dose of 20 mg/kg ferric carboxymaltose (maximum 1000 mg for patients with haemoglobin \<14 g/dL or 500 mg for patients with haemoglobin ≥14 g/dL).
NCT04315311,DRUG,CREON,Capsule: Oral
NCT01755455,DRUG,Ferrous sulfate 325mg,Ferrous sulfate 325mg tablet taken by mouth daily for 6 weeks
NCT01755455,DRUG,Placebo,Matching placebo capsule
NCT01731015,DRUG,Medical Grade Oxygen,"At the study visits, MRI 'studies' will be performed using the same MR scanner (a 3.0-Tesla (T) TRIO MRI system (Siemens Medical Systems)). Lung morphology and function will be acquired using conventional 1H MRI followed by 1H MRI with oxygen as a gaseous contrast agent. For both series the subject will lie down in a supine position on the magnet bed with a standard 1H Torso coil for imaging. Subjects are scanned on room air and then the subjects are switched from room air to 100% oxygen and exhaled O2/CO2 are monitored (Oxigraf Capnograph) until steady state is achieved (in our experience \~ 1-2 minutes). The 100% oxygen MRI imaging is commenced (the average exposure time is usually 5-6 minutes with a maximum exposure of 15 minutes) after which the subjects are switched to room air. After steady state is achieved a second room air scan is completed."
NCT05469711,DEVICE,PlayPhysio,The gamification will be switched on at day 28 for the participants in arm 1. The trial will run for a further 84 days with the mid-point review half way through this section of the trial.
NCT00909532,DRUG,Ivacaftor,150-mg tablets given orally q12h for up to 48 weeks
NCT00909532,DRUG,Placebo,Tablet given orally q12h for up to 48 weeks
NCT05712538,DRUG,ARCT-032,"ARCT-032 is messenger RNA (mRNA) coding for cystic fibrosis transmembrane conductance regulator (CFTR) protein, formulated in a lipid nanoparticle (LNP)."
NCT05712538,OTHER,Placebo,Normal saline
NCT07349394,DRUG,VNZ/TEZ/D-IVA,Fixed-dose combination (FDC) Tablet for oral administration.
NCT07349394,DRUG,Rosuvastatin,Tablet for oral administration.
NCT03058068,BIOLOGICAL,Allo-hMSCs,1 peripheral intravenous infusion of allogeneic human mesenchymal stem cells (hMSCs)
NCT03058068,BIOLOGICAL,Placebo,1 peripheral intravenous infusion
NCT00809094,DRUG,N-acetylcysteine (NAC),
NCT00809094,DRUG,Placebo,
NCT02061852,DEVICE,Simeox,
NCT02061852,PROCEDURE,Physiotherapy,
NCT04742049,OTHER,Telerehabilitation-based,15 pediatric cystic fibrosis patients who are at home during the self- isolation process due to the COVID-19 pandemic will be included in this group. Online exercise training protocol will be apply for patients. Each training protocol was planned as 30 minutes for 3 days a week for 6 weeks with a physiotherapist. Exercise protocol will start with the warm-up exercises and finish with cooling exercises.
NCT04742049,OTHER,Follow-up based,15 pediatric cystic fibrosis patients who are at home during the self- isolation process due to the COVID-19 pandemic will be included in this group. An exercise document including the same exercise protocol in study group will be sent the patients. Patients will be called by the physiotherapist once a week for follow-up. .
NCT00659529,DRUG,sildenafil,"Sildenafil will be given 20mg po tid for 1 week, and then will be give 40mg po tid for 5 weeks."
NCT04058353,DRUG,ELX/TEZ/IVA,FDC tablet for oral administration.
NCT04058353,DRUG,IVA,Mono-tablet for oral administration.
NCT04058353,DRUG,TEZ/IVA,Fixed-dose combination (FDC) tablet for oral administration.
NCT00287456,DEVICE,Insulin Pump,
NCT00287456,DRUG,Insulin,0
NCT00287456,PROCEDURE,Oral Glucose Tolerance Test,0
NCT00287456,PROCEDURE,Whole body Protein Turnover,0
NCT00016445,DRUG,growth hormone,
NCT04882267,BEHAVIORAL,Team and Technology,Subjects will receive access and instruction on multiple home exercise apps. They will receive phone calls once a week from care team members for motivational interviewing to encourage exercise.
NCT02883101,BEHAVIORAL,Pulmonary Rehabilitation,"The Rehabilitation Programme will include the following :

i. Patient education ii. Exercise training iii. Ventilator and breathing exercises"
NCT00663975,DRUG,DCI 1020,"capsules (4,000 units of lipase) will be administered with meals and snacks"
NCT03537651,DRUG,TEZ/IVA,Fixed-dose combination tablet for oral administration.
NCT03537651,DRUG,IVA,Tablet for oral administration.
NCT00757848,DRUG,AZD9668,"60 mg, oral tablet, twice daily for 28 days"
NCT00757848,DRUG,AZD9668 Placebo equivalent,"Match placebo to 60 mg, oral tablet, twice daily for 28 days"
NCT02498535,DRUG,Nitric Oxide 160 ppm,Nitric Oxide 160 ppm
NCT06052293,DRUG,ANG003,"To evaluate four possible combinations of lipase, protease and amylase."
NCT06035055,DRUG,Ceftolozane/tazobactam,9g ceftolozane/tazobactam in 240 millilitres 0.9% sodium chloride IV infusion given over 24 hours for 10-14 days
NCT04608019,OTHER,Immediate Antibiotics,increase airway clearance/start oral antibiotics right away
NCT04608019,OTHER,Tailored Treatment,increase airway clearance and start oral antibiotics later if symptoms get worse or do not get better
NCT07163078,DIETARY_SUPPLEMENT,Common form supplementation,The intervention product would represent part of a typical supplement given to people including those with CF
NCT07163078,DIETARY_SUPPLEMENT,Uncommon nutrient supplementation,The intervention product would represent part of a possible new supplement given to people including those with CF
NCT01055847,DRUG,Aztreonam for Inhalation (AI),Aztreonam for Inhalation
NCT01055847,DRUG,Placebo,Saline Placebo
NCT04135495,DRUG,ELX-02,"ELX-02 is a small molecule, new chemical entity being developed for the treatment of genetic diseases caused by nonsense mutations. ELX-02 is a eukaroyotic ribosomal selective glycoside (ERSG)"
NCT04135495,DRUG,Ivacaftor,CFTR potentiator
NCT04279769,DRUG,CB-280,"CB-280, oral capsule administered twice daily at the assigned dose level for 14 days"
NCT04279769,DRUG,Placebos,Placebo oral capsule administrated twice daily at the assigned dose level for 14 days
NCT03527095,DRUG,FDL169,CFTR corrector
NCT00004705,DRUG,amiloride,
NCT00004705,DRUG,uridine,
NCT05860803,DEVICE,LungTrainers,"A training device that provides a variable resistance against which users breathe out. Users breathe through a plastic mouthpiece that is connected to an acrylic cylinder via rubber tubing. The mouthpiece has several small holes of various diameters and up to three stainless steel weights (half-weight increments) can be inserted into the acrylic tube. With each breath-out, the user exhales against the resistance provided by the weight inserts, and each inspiration (i.e., breath-in) is unresisted. During each resisted exhalation, the weight inserts are 'lifted' within the acrylic tube depending on the level of expiratory pressure generated by the participant."
NCT05860803,BEHAVIORAL,LungTrainers Pulmonary Rehabilitation regime,"Series of different exercises using the LungTrainers device 3-5 days per week for approximately 10 weeks. Exercises complete in one long session (20-30 minutes) or be broken down into multiple shorter sessions (e.g., 3 x 10 minutes). A health coach will be assigned to guide participants through the LT-PR program."
NCT04254705,PROCEDURE,Rectal Biopsy,Suction biopsy or forceps biopsy
NCT03506061,DRUG,Trikafta,"Participants will take Trikafta which is a combination tablet comprised of 100 milligrams (mg) of elexacaftor, 50 mg of tezacaftor and 75 mg of ivacaftor (2 tablets taken in the morning), and 150 mg of ivacaftor taken in the evening."
